placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
226-222@5qd-24g-2tv,,Kaysville Dental,"","",Offices of Dentists,Offices of Dentists,621210,40.993357,-111.894496,690 N Main St,Kaysville,UT,84037,US,+18017196621,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""13:30""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
226-222@5qd-2fp-pjv,zzw-222@5qd-2fp-p7q,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.268141,-111.97026,518 N 325 E,Harrisville,UT,84404,US,+18017829458,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07-01,POLYGON
226-222@5qd-2g6-rrk,,Apartments at 3476 Brinker Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.19999,-111.949672,3476 Brinker Ave,Ogden,UT,84403,US,,,"",,,2019-07-01,POLYGON
226-223@5qc-zy7-68v,,Utah Red Zone,"","",Clothing Stores,,4481,41.080142,-111.975633,445 W 1425 N,Layton,UT,84041,US,+18015446577,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""17:00""]] }","Accessories,Sportswear",,2020-01-15,2019-07-01,POLYGON
227-222@5qd-22t-7wk,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.170317,-112.02359,1798 W 5150 S,Roy,UT,84067,US,+18018257169,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Auto Insurance,Business Financing,Commercial Real Estate,Pet Insurance",,,,POLYGON
227-222@5qd-2jf-h3q,,Staker Custom Hats,"","",Clothing Stores,,4481,41.324412,-112.032294,3677 N Highway 126 Ste B,Farr West,UT,84404,US,+18014528819,,Hats,,,2019-07-01,POLYGON
227-222@5qd-3rp-85f,,Auto Sports,"","",Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",441228,40.924999,-111.894876,1110 W 650 N Ste A,Centerville,UT,84014,US,+18018976899,,"Boat Dealer,Motorcycle Dealer",,2022-04-04,2019-07-01,POLYGON
228-224@5qd-2rp-qxq,,Utah Orthodontic Care,"","",Offices of Dentists,Offices of Dentists,621210,41.175774,-112.064194,3491 W 4800 S,Roy,UT,84067,US,,,Orthodontists,,,2019-07-01,POLYGON
229-222@5qc-zyc-bp9,,Utah CNA Training Centers,"","",Other Schools and Instruction,All Other Miscellaneous Schools and Instruction,611699,41.108641,-112.019282,377A S State St,Clearfield,UT,84015,US,,,"",,,2019-07-01,POLYGON
229-222@5qd-3pr-syv,,Junk Jr,"","",Waste Management and Remediation Services,,562,40.85387,-111.91623,645 Taylor Way Ste 301,North Salt Lake,UT,84054,US,+18013832911,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }","Demolition Services,Junk Removal",,,2019-07-01,POLYGON
22c-222@5qd-2h4-fpv,zzw-222@5qd-2h4-fxq,Boat Haus,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.175709,-112.004678,1071 W Riverdale Rd,Riverdale,UT,84405,US,+18013944924,,"Cajun and Creole Food,Salad,Seafood",,,2019-07-01,POLYGON
22f-222@5qd-3pw-x3q,,Marco's Pizza,SG_BRAND_dfd09d2081eb0c5ee1430ff7e55b27fc,Marco's Pizza,Restaurants and Other Eating Places,Full-Service Restaurants,722511,40.866461,-111.879894,55 E 2200 S,Bountiful,UT,84010,US,+13853249700,,"Counter Service,Pizza,Lunch,Catering,Dinner",2021-06-12,,2020-02-01,POLYGON
22g-224@5qd-2gf-d9z,,Rancho Ogden,"","",Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,41.218181,-111.956282,905 26th St,Ogden,UT,84401,US,,,International Grocery,,,2019-07-01,POLYGON
22j-222@5qd-3pv-s89,zzy-224@5qd-3pv-s89,Over the Moon,"","",Clothing Stores,,4481,40.888133,-111.880965,112 S Main St,Bountiful,UT,84010,US,+18012995100,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }","Baby Supplies,Children's Clothing,Toys",,,2019-07-01,POLYGON
22j-222@5qd-3rg-jgk,,Ski 'N See Bountiful,"","","Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110,40.884452,-111.887857,320 W 500 S,Bountiful,UT,84010,US,,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""8:00"", ""20:00""]], ""Sun"": [[""8:00"", ""18:00""]] }",Ski Shop,,,2019-07-01,POLYGON
22v-222@5qd-2gf-b8v,,Martinez Jake Salon,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,41.214432,-111.960936,740 28th St,Ogden,UT,84403,US,+18013927155,,Barber,,,2019-07-01,POLYGON
zzw-222@5qc-zzs-5vf,,CrossFit,SG_BRAND_ae6abf1aa02c01cfe560b9315db66b07,CrossFit,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,41.139388,-111.918183,6671 S 2500 E Ste A,Uintah,UT,84405,US,+18014990084,,"Fitness Equipment,Interval Training,Circuit Training,Boot Camps,Cardio Classes",,,2020-12-20,POLYGON
zzw-222@5qd-22s-h89,,Standard Optical,SG_BRAND_1e93aee75ec6b75936461257310d4abe,Standard Optical,Offices of Other Health Practitioners,Offices of Optometrists,621320,41.164583,-112.026913,5421 S 1900 W,Roy,UT,84067,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }","Retina Specialist,Opticians,Optometrists,Ophthalmologists,Lasik",,,2019-07-01,POLYGON
zzw-222@5qd-22w-9mk,,Ridge View Pharmacy,"","",Health and Personal Care Stores,Pharmacies and Drug Stores,446110,41.160701,-112.061651,3443 W 5600 S,Roy,UT,84067,US,+18018256400,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",Medical Supplies,,,2019-07-01,POLYGON
zzw-222@5qd-2ft-jd9,,Colonial Court Apartments,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.228161,-111.973602,2155 Grant Ave,Ogden,UT,84401,US,,,"",,,2019-07-01,POLYGON
zzw-222@5qd-2gf-54v,,KeyBank,SG_BRAND_19f61781f19ddf667e60cc8396365a00,KeyBank,Depository Credit Intermediation,Commercial Banking,522110,41.220892,-111.970997,2491 Washington Blvd,Ogden,UT,84401,US,+18016211138,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Investing,Mortgage Lender,Auto Loans,Business Financing,Installment Loans",,,2019-07-01,POLYGON
zzw-222@5qd-2h5-whq,,Brake Time Bob,"","",Automotive Repair and Maintenance,,8111,41.223362,-111.998994,814 W 24th St,Ogden,UT,84401,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""15:00""]], ""Sun"": [] }",Auto Repair,,,2019-07-01,POLYGON
zzw-222@5qd-2hg-pd9,,North Ogden Aquatic Center,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,41.303155,-111.972917,245 E 2550th N,North Ogden,UT,84414,US,,"{ ""Mon"": [[""12:00"", ""20:00""]], ""Tue"": [[""12:00"", ""18:30""]], ""Wed"": [[""12:00"", ""20:00""]], ""Thu"": [[""12:00"", ""18:30""]], ""Fri"": [[""11:00"", ""17:30""]], ""Sat"": [[""11:00"", ""17:30""]], ""Sun"": [] }","Swimming Lessons,Swimming Pools",,,2019-07-01,POLYGON
zzw-222@5qd-2hh-jsq,,TacoTime,SG_BRAND_1150bcface0b66ea9e245dcefe959162,TacoTime,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,41.300799,-111.969464,2311 N 400 E,North Ogden,UT,84414,US,+18017823760,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [] }","Counter Service,Lunch,Fast Food,Mexican Food,Dinner",,,2019-07-01,POLYGON
zzw-222@5ws-mwx-bzf,zzw-222@5ws-mwn-k9f,Powder Keg,"","",Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410,41.379003,-111.780705,6965 E Powder Mountain Rd,Eden,UT,84310,US,,,"Bar or Pub,Late Night",,,2019-07-01,POLYGON
zzw-224@5qc-zzr-cwk,,Jen Simpson Realtor,"","",Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,41.159468,-111.944402,5711 S 1475 E,South Ogden,UT,84403,US,+18018140544,,"",,,2019-07-01,POLYGON
zzw-225@5qc-zy6-8n5,,Optical Illusions,"","",Offices of Other Health Practitioners,Offices of Optometrists,621320,41.08405,-111.987555,1706 N 1200 W Ste 5,Layton,UT,84041,US,,,"Opticians,Optometrists",,,2019-07-01,POLYGON
zzw-225@5qd-22w-xwk,,Breen Family Medicine,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.155053,-112.065882,5991 S 3500 W Ste 400,Roy,UT,84067,US,+18018454911,,"Family Doctor,Pediatricians,Weight Loss",,,2019-07-01,POLYGON
zzy-222@5qc-zyq-52k,,Adams Canyon Trail,"","",RV (Recreational Vehicle) Parks and Recreational Camps,,7212,41.066512,-111.910285,N Eastside Dr E,Layton,UT,84040,US,,,"",,,2019-07-01,POLYGON
zzy-222@5qc-zzy-49z,,Glassman Way Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.173892,-111.954598,Glasmann Way,South Ogden,UT,84403,US,,,"",,,2019-07-01,POLYGON
zzy-222@5qd-2gk-gff,,Insurance Auto Auctions,"","",Automobile Dealers,Used Car Dealers,441120,41.233312,-112.025539,1100 W 1800th S,West Haven,UT,84401,US,,,Car Auctions,,,2019-07-01,POLYGON
zzy-224@5qd-2gz-7t9,zzy-224@5qd-2gz-xdv,Pretzelmaker,SG_BRAND_930b411a8d999aa086093b0d9a0145df,Pretzelmaker,Specialty Food Stores,Baked Goods Stores,445291,41.193762,-111.982209,1027 Newgate Mall Space #35,Ogden,UT,84404,US,+18016275624,,"Bakery,Deli,Snacks",,,2019-07-01,POLYGON
zzy-225@5qd-3rn-tjv,,7-Eleven,SG_BRAND_2e2448f12fc87fe452e9166153797a7f,7-Eleven,Grocery Stores,Convenience Stores,445120,40.922018,-111.889518,425 N 700 W,Centerville,UT,84014,US,,,"Snacks,Sandwich Shop,Discount Store,Coffee Shop,Beverages",,,2019-07-01,POLYGON
zzz-222@5qc-zz2-66k,,Trailside Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.073278,-112.063428,S Bluff Rd,Syracuse,UT,84075,US,,,"",,,2019-07-01,POLYGON
zzz-222@5qd-22r-gff,,Steed Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.11983,-112.04199,300 North 1000 West,Clearfield,UT,84015,US,,,"",,,2019-07-01,POLYGON
zzz-222@5qd-2ft-qmk,,Fort Buenaventura State Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.232963,-111.993476,Fort Buenaventura State Park,Ogden,UT,84401,US,,,"",,,2019-07-01,POLYGON
zzz-222@5qd-3pv-bkz,,Five Points Park,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.874516,-111.884424,Five Points Park,Bountiful,UT,84010,US,,,"",,,2019-07-01,POLYGON
222-222@5qc-zyj-p9z,,Happijac Co,"","",Other Miscellaneous Manufacturing,,3399,41.04284,-111.958761,505 N Kays Dr,Kaysville,UT,84037,US,+18015442585,,"",,,2019-07-01,POLYGON
222-222@5qc-zyn-7wk,,Apple Tree Assisted Living,"","",Nursing and Residential Care Facilities,,623,41.043597,-111.943787,565 N 300 W,Kaysville,UT,84037,US,+18015465600,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Assisted Living,,,2019-07-01,POLYGON
222-222@5qd-2fv-3qz,,Arnold Auto Repair,"","",Automotive Repair and Maintenance,,8111,41.241265,-111.978915,1401 Wall Ave,Ogden,UT,84404,US,+18013950666,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Auto Repair,,,2019-07-01,POLYGON
222-222@5qd-2g6-xyv,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,41.193121,-111.943068,1415 Edvalson St,Ogden,UT,84408,US,+18018237455,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [[""7:00"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07-01,POLYGON
222-222@5qd-2h8-vzz,,Day's Advanced Automotive,"","",Automotive Repair and Maintenance,,8111,41.209818,-112.02719,1940 Commerce Way,West Haven,UT,84401,US,+18013340693,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Auto Repair,,,2019-07-01,POLYGON
222-222@5qd-3pn-5s5,,Apartments at 213 W 2600 S,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,40.861388,-111.88614,213 W 2600 S,Bountiful,UT,84010,US,,,"",,,2019-07-01,POLYGON
222-222@5qd-3pv-52k,,Smith's Food & Drug Stores,SG_BRAND_cdba32615cfc644689f7fbf26738f60e,Smith's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,40.882094,-111.883751,555 S 200 W,Bountiful,UT,84010,US,,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }","Meats,Discount Store,Healthy Food,Beverages,Bakery",,,2019-07-01,POLYGON
222-223@5qd-2h7-c5z,,American Car Care Centers,"","",Automotive Repair and Maintenance,,8111,41.206499,-111.978527,3190 Wall Ave,Ogden,UT,84401,US,+18013994449,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""7:00"", ""15:00""]], ""Sun"": [] }",Tires,,2021-10-21,2019-07-01,POLYGON
222-223@5qd-2h8-vvf,,Contempo Ceramic Tile,"","",Home Furnishings Stores,,4422,41.210396,-112.024933,3004 S 1900 W,Ogden,UT,84401,US,+18014361717,,Kitchen and Bath,,,2019-07-01,POLYGON
222-224@5qc-zy2-pgk,,AERO Luxury Townhomes,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.100648,-111.972811,2798 N Hill Field Rd,Layton,UT,84041,US,,,"",,,2019-07-01,POLYGON
222-224@5qd-22p-bhq,zzw-226@5qd-22p-fmk,SmartStyle Family Hair Salons,SG_BRAND_920b907c29fe21f628faec927628d5f3,SmartStyle Family Hair Salons,Personal Care Services,Beauty Salons,812112,41.13755,-112.061067,1632 N 2000 W,Clinton,UT,84015,US,+18017745855,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }","Kids' Haircuts,Men's Haircuts,Waxing",,,2019-07-01,POLYGON
222-224@5qd-2hh-jn5,,North Ogden Insta Care,"","",Outpatient Care Centers,,6214,41.300925,-111.967848,2400 N 400 E,North Ogden,UT,84414,US,,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""17:00""]] }","Family Doctor,Physical Therapy,Urgent Care",,,2019-07-01,POLYGON
222-225@5qc-zy6-y35,222-224@5qc-zy6-y35,Layton Physical Therapy & Sports Medicine,"","",Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340,41.087587,-111.987262,1868 N 1200 W,Layton,UT,84041,US,+18018969624,,"Chiropractors,Massage Therapy,Physical Therapy",,,2019-07-01,POLYGON
223-222@5qd-2gz-8qf,,Intermountain Healthcare,SG_BRAND_64eace4888ee471d,Intermountain Healthcare,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.194351,-111.978884,3776 Wall Ave,South Ogden,UT,84405,US,+18013991400,,"Pediatricians,Urgent Care,Urologists,Neurologist,Cardiology",,,,POLYGON
223-223@5qc-zyn-8sq,,Evans Ryan N MD Pediatrics,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.040565,-111.945482,380 N 400 W,Kaysville,UT,84037,US,,,"Family Doctor,Internal Medicine,Obstetrician-Gynecologist",,,2019-07-01,POLYGON
223-223@5qd-2gz-zj9,,Golden Dynasty,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.201118,-111.971312,3433 Washington Blvd,Ogden,UT,84401,US,+18016216789,,Chinese Food,,2020-01-15,2019-07-01,POLYGON
223-223@5qd-2hg-tn5,,Skyn By Liza,"","",Personal Care Services,Other Personal Care Services,812199,41.293583,-111.969624,1949 N 400 E,North Ogden,UT,84414,US,+18017869477,,"Estheticians,Eyebrow Services,Permanent Makeup,Skin Care",,,2019-07-01,POLYGON
223-223@5qd-3pr-hbk,,Colisuem Fitness,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.850321,-111.929085,460 N Redwood Rd,North Salt Lake,UT,84054,US,+18018082393,,Circuit Training,,,2019-07-01,POLYGON
224-222@5qc-zzs-85f,,Tomelly Furniture,"","",Furniture Stores,Furniture Stores,442110,41.140917,-111.917391,2409 Bell Ln,Uintah,UT,84405,US,+18015102987,,"Furniture,Interior Design",,,2019-07-01,POLYGON
224-222@5qd-2fp-nqz,,Casa de Ochoa,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,41.268791,-111.976359,539 N Harrisville Rd,Harrisville,UT,84404,US,+18016755154,,"Brunch,Mexican Food",,2020-01-15,2019-07-01,POLYGON
224-222@5qd-2gf-bp9,,Apartments at 685 27th St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,41.216106,-111.962519,685 27th St,Ogden,UT,84403,US,,,"",,,2019-07-01,POLYGON
224-222@5qd-2gz-73q,,Paras John Furniture & Appliances,"","",Furniture Stores,Furniture Stores,442110,41.187783,-111.983342,4130 Riverdale Rd,Riverdale,UT,84405,US,+18013347888,,"Appliance Repair,Appliances,Furniture",,2021-11-24,2019-07-01,POLYGON
224-222@5qd-2hh-dd9,,Wayne Peart Insurance,"","","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,41.30674,-111.971102,2633 N 400 E,North Ogden,UT,84414,US,+18016122886,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
224-222@5qd-3py-d9z,zzy-222@5qd-3py-cdv,Sky Satellite,"","",Electronics and Appliance Stores,Electronics Stores,443142,40.866146,-111.92425,2272 S 1560 W,Woods Cross,UT,84087,US,,,Electronics,,,2019-07-01,POLYGON
224-222@5qd-3rp-fpv,222-222@5qd-3rp-fpv,Elevation EyeWorks,"","",Offices of Other Health Practitioners,Offices of Optometrists,621320,40.919947,-111.887479,308 N Market Place Dr,Centerville,UT,84014,US,+18012946111,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",Optometrists,,,2019-07-01,POLYGON
225-222@5qd-2h5-swk,,International Church Of The Foursquare Gospel,"","",Religious Organizations,Religious Organizations,813110,41.219601,-111.998288,788 W 26th St,Ogden,UT,84401,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
226-222@5qc-zyx-3wk,,Clearfield Bahai Group,"","",Religious Organizations,Religious Organizations,813110,41.079612,-112.033816,2289 S 400 W,Clearfield,UT,84015,US,,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
226-222@5qd-22m-brk,,Al's Furniture and Appliance,"","",Furniture Stores,Furniture Stores,442110,41.146218,-112.026406,2233 N Main St,Clearfield,UT,84015,US,+18018250988,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",Furniture,,,2019-07-01,POLYGON
227-222@5qd-2fp-pjv,zzw-222@5qd-2fp-p7q,Seagull Book,SG_BRAND_cb6170281396cd25,Seagull Book,Book Stores and News Dealers,Book Stores,451211,41.268083,-111.97026,514 N 325 E,Harrisville,UT,84404,US,+18013944666,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [] }","Books,Table Top Games,Toys",,,2021-07-09,POLYGON
228-222@5qd-22t-cwk,,Lakeview School,"","",Elementary and Secondary Schools,Elementary and Secondary Schools,611110,41.173198,-112.029578,2025 W 5000 S,Roy,UT,84067,US,+18014524380,,"",,,2019-07-01,POLYGON
228-223@5qc-zzt-5s5,,Jennifer Nollner SWBC Mortgage,"","",Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310,41.155332,-111.938808,5929 Fashion Point Dr Ste 402,South Ogden,UT,84403,US,+18015099923,,Mortgage Broker,,,2019-07-01,POLYGON
229-222@5qd-22k-jvz,,Maverik,SG_BRAND_857fcc0687933d1589554945329fe236,Maverik,Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),424720,41.140626,-112.026914,1843 N Main St,Sunset,UT,84015,US,+18018253888,,"",,,2019-07-01,POLYGON
22b-222@5qd-2gd-yjv,,Palacio De Northern Utah Magazine,"","",Radio and Television Broadcasting,,5151,41.214281,-111.948811,1180 28th St,Ogden,UT,84403,US,+18013922229,,"",,,2019-07-01,POLYGON
22b-223@5qd-2gf-jgk,zzw-222@5qd-2gf-gzf,Chevron Extra Mile,SG_BRAND_9068e65ac967694,Chevron Extra Mile,Gasoline Stations,Gasoline Stations with Convenience Stores,447110,41.229221,-111.947638,2098 Harrison Blvd,Ogden,UT,84401,US,,,"Car Wash,Coffee Shop,Diner,Oil Changes",2020-01-31,,2019-11-01,POLYGON
22c-223@5qc-zzx-jn5,,Intermountain Healthcare,SG_BRAND_64eace4888ee471d,Intermountain Healthcare,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,41.182118,-111.950131,4421 Harrison Blvd Ste A14,Ogden,UT,84403,US,,,"Pediatricians,Urgent Care,Urologists,Neurologist,Cardiology",,,,POLYGON
22d-222@5qc-zyv-mzf,,Lakeview Dental Syracuse,"","",Offices of Dentists,Offices of Dentists,621210,41.089624,-112.064974,1662 S 2000 W Ste A1,Syracuse,UT,84075,US,+18018252273,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""7:00"", ""12:00""]], ""Sun"": [] }",Oral Surgeons,,,2019-07-01,POLYGON
